Riesling,legally,alcohol,extremely,delicate,extremely,sweet,litchi,quince,preserves,marzipan,borderline,overripe,persian,melon,inform,soothing,subtly,oily,palate,perhaps,sense,mineral,dimension,dynamic,interaction,will,emerge,time,certainly,hesitate,hide,away,leas,,,,,,,,,,
Cabernet_Franc,blend,full,ruby-red,pure,aromas,black,raspberry,blueberry,licorice,violet,graphite,plush,sweet,real,energy,inner-mouth,floral,lift,wonderfully,youthful,consistent,start,finish,boasts,fruit,steel,powerful,tannic,spine,long,graceful,evolution,utterly,palate,,,,,,,,,
Cabernet_Franc,blended,good,full,red,aromas,black,cherry,redcurrant,tobacco,mocha,supple,sweet,mouth,dark,berry,licorice,flavors,little,herbal,character,shown,much,north,finishes,dusty,sweet,tannins,noteworthy,breadth,fullness,lingering,chocolatey,oak,excellent,seductiv,,,,,,,,
Cabernet_Franc,edmunds,edmunds,alcohol,vivid,red,highly,expressive,bouquet,evokes,fresh,red,berries,rose,anise,dark,chocolate,juicy,precise,good,lift,spicy,redcurrant,bitter,cherry,flavors,anise,note,comes,back,finish,taut,focused,quite,long,,,,,,,,,
Cabernet_Franc,smart,buys,solid,muscular,style,gutsy,structure,pumping,along,underneath,blackberry,black,currant,roasted,tobacco,leaf,notes,broad,smoky,finish,features,hints,violet,sweet,tapenade,one,cellar,best,,,,,,,,,,,,,,,
Cabernet_Franc,cellar,selection,new,oak,strong,fruit,suggests,red,cherries,blackberries,ripe,juice,runs,chin,wood,fruit,haven,come,together,slugging,supremecy,reason,choose,give,6_8,good,cellar,let,everything,come,together,bright,dark,red,blueberry,cassis,smoky,oak,arom,,,,
Cabernet_Franc,stars,leading,intense,blackberry,plum,coffee,aromas,ripe,well-balanced,surprises,almost,structure,showing,typical,toughness,finish,also,conveys,wholly,convincing,sense,fruit,among,complex,class,emerging,elements,rich,oak,cola,loamy,soil,give,rise,expectat,,,,,,,,
Cabernet_Franc,cellar,selection,along,top,cuv_es,joguet,range,fine,expression,perfumes,smoky,character,intense,black,currant,fruits,concentrated,tight,coiled,tannic,structure,shows,every,sign,aging,well,drink,one,oldest,famous,sites,chene,verte,located,actual,bank,steep,,,,,,
Cabernet_Franc,cellar,selection,easy,make,tasty,almost,anywhere,difficult,make,great,pride,succeeds,latter,mountain,grapes,concentrate,flavors,lush,opulent,blackberry,fruit,exquisitely,offset,rich,oak,dusty,tannins,texture,fabulous,light,dense,blended,good,medium,ruby,f,,,,,,,
Cabernet_Franc,cellar,selection,unlike,heavily,oaked,cuv_e,crescendo,relies,much,ripe,black,fruits,open,tannins,certainly,power,broad,opulent,character,berry,fruits,jammy,sweetness,age,solid,ample,flesh,around,black,cherry,currant,dark,olive,mineral,notes,followed,good,,,,,,
Cabernet_Franc,points,medium-deep,ruby-purple,color,hawke,bay,little,closed,offering,delicate,moderately,pronounced,notes,red,currants,red,cherries,nuances,black,pepper,moss,covered,tree,bark,game,ripe,rich,medium,bodied,mouth,medium-firm,silky,tannins,crisp,acidity,lon,,,,,,,
Cabernet_Franc,lovely,one,best,market,shows,classic,pride,mountain,characteristics,ripeness,balance,immediate,drinkability,although,will,take,cellar,dry,full-bodied,rich,black,cherries,spices,oak,firm,tannins,one,star,perhaps,provenance,responsible,taking,away,varietal,,,,,,,,,
Cabernet_Franc,lovely,one,best,market,shows,classic,pride,mountain,characteristics,ripeness,balance,immediate,drinkability,although,will,take,cellar,dry,full-bodied,rich,black,cherries,spices,oak,firm,tannins,perhaps,provenance,responsible,taking,away,varietal,focus,qui,,,,,,,,,
Cabernet_Franc,muscular,effort,core,chewy,dark,berry,black,licorice,dried,herb,cedar,pulls,together,finish,focus,tighter,showing,tannic,strength,drink,cases,_jl,,,,,,,,,,,,,,,,,,,,,
Cabernet_Franc,nice,core,dark,currant,fig,paste,layered,tangy,iron,olive,cigar,smoke,notes,hint,sweet,mulled,spice,finish,shows,well-integrated,structure,drink,cases,_jm,,,,,,,,,,,,,,,,,,,
Cabernet_Franc,ripe,bramble-wood,note,dusty,minerality,shades,complexity,ripe,richly,concentrated,dry,full,bodied,lush,ripe,tannins,finishes,deliciously,spicy,cherry-vanilla,note,,,,,,,,,,,,,,,,,,,,,,
Cabernet_Franc,soft,sparkler,featuring,cherry,peach,strawberry,notes,pillowy,finish,drink,tiny,long-lasting,bubbles,deligeroy,cremant,ros_,lovely,gleaming,pink,enticing,delicate,nervy,nose,aromas,fresh,red,fruit,lively,attack,lovely,aromatic,intensity,brightness,well-ba,,,,,,,,,
Cabernet_Franc,soft,ripe,lighter,style,featuring,pretty,plum,cherry,cedar,flavors,moderate,depth,intensity,tannic,drink,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabernet_Franc,structured,tannins,wood,aging,well,rich,blackberry,fruit,fruit,structural,intensity,layering,spice,juiciness,atop,dry,core,fruit,pins,name,suggests,comes,walled,just,right,outside,doors,lucky,enough,taste,limited,visiting,last,spring,shop,darker,fruit,fro,,,,,
Cabernet_Franc,pretty,varietal,notes,strawberry,cherry,jalapeno,pepper,palate,full,luscious,candied,red,fruit,flavors,lead,spice-filled,finish,like,black,currant,candy,sweet,tangy,tasty,stays,light,feet,balancing,sweetness,bright,acidity,turning,icewine,really,brings,wi,,,,,,,
Cabernet_Franc,refined,tannins,pretty,fruit,tannin,acid,balance,medium,ful,bodied,plus,beautiful,finish,drink,delicious,red,dry,farmed,loncomilla,sub-zone,maule,generation,grape,growing,juicy,black,cherry,dark,currant,fruits,rich,pleasantly,fresh,well,likely,one,best,be,,,,,
Cabernet_Franc,almost,jet-black,glass,rougeard,saumur-champigny,bourg,clay-rich,chalk,tasted,new,one-year,barriques,firm,initially,almost,inscrutably,dense,formidable,concentration,fresh,black,fruits,chalk,warmed,took,air,shed,initial,reductive,notes,aura,bittersweet,fl,,,,,,,,,,
